SubmissionID,FeedbackTypeID,UserID,SectionID,ClassWeek,HowWasClassThisWeek,InstructorEngagement,SubmittedDate,NewLearningAchieved,HoursSpentOutsideOfClass,PaceOfClassThisWeek,AcademicSupport,MasteredConceptsCovered,CreatedDate,CreatedBy,UpdatedDate,UpdatedBy,InstructionsClarity,InstructorKnowledge
133,2,1027,11,2,4,5,"Apr  9 2017 09:53:57:753PM",5,20,4,4,4,"Apr  9 2017 09:53:57:753PM",trilogy_admin,"Apr  9 2017 09:53:57:753PM",trilogy_admin,5,5
134,2,324,13,2,5,5,"Apr  9 2017 09:58:47:947PM",5,25,5,5,3,"Apr  9 2017 09:58:47:947PM",trilogy_admin,"Apr  9 2017 09:58:47:947PM",trilogy_admin,5,5
135,2,281,10,2,5,5,"Apr  9 2017 10:18:56:947PM",2,8,5,5,3,"Apr  9 2017 10:18:56:947PM",trilogy_admin,"Apr  9 2017 10:18:56:947PM",trilogy_admin,5,5
136,2,319,13,2,5,5,"Apr  9 2017 10:44:37:693PM",2,50,5,5,5,"Apr  9 2017 10:44:37:693PM",trilogy_admin,"Apr  9 2017 10:44:37:693PM",trilogy_admin,5,5
137,2,1026,10,2,3,3,"Apr  9 2017 11:10:04:860PM",3,15,2,3,1,"Apr  9 2017 11:10:04:860PM",trilogy_admin,"Apr  9 2017 11:10:04:860PM",trilogy_admin,3,4
138,2,220,8,2,5,5,"Apr  9 2017 11:32:35:570PM",2,20,5,5,3,"Apr  9 2017 11:32:35:570PM",trilogy_admin,"Apr  9 2017 11:32:35:570PM",trilogy_admin,5,5
139,2,274,10,2,3,4,"Apr 10 2017 12:30:01:303AM",3,21,4,4,3,"Apr 10 2017 12:30:01:303AM",trilogy_admin,"Apr 10 2017 12:30:01:303AM",trilogy_admin,4,4
140,2,58,2,4,4,4,"Apr 10 2017 12:54:24:450AM",4,30,4,4,3,"Apr 10 2017 12:54:24:450AM",trilogy_admin,"Apr 10 2017 12:54:24:450AM",trilogy_admin,3,4
141,2,236,9,2,5,5,"Apr 10 2017 01:24:22:913AM",3,1,5,5,5,"Apr 10 2017 01:24:22:913AM",trilogy_admin,"Apr 10 2017 01:24:22:913AM",trilogy_admin,5,5
142,2,373,8,2,5,5,"Apr 10 2017 01:26:27:010AM",5,15,5,5,5,"Apr 10 2017 01:26:27:010AM",trilogy_admin,"Apr 10 2017 01:26:27:010AM",trilogy_admin,5,5
143,2,196,12,2,3,4,"Apr 10 2017 01:35:18:697AM",5,10,3,2,2,"Apr 10 2017 01:35:18:697AM",trilogy_admin,"Apr 10 2017 01:35:18:697AM",trilogy_admin,5,5
144,2,294,11,2,4,3,"Apr 10 2017 01:44:28:227AM",4,10,5,4,3,"Apr 10 2017 01:44:28:227AM",trilogy_admin,"Apr 10 2017 01:44:28:227AM",trilogy_admin,4,5
145,2,835,13,2,5,5,"Apr 10 2017 02:45:48:793AM",5,35,2,5,4,"Apr 10 2017 02:45:48:793AM",trilogy_admin,"Apr 10 2017 02:45:48:793AM",trilogy_admin,4,5
146,2,223,8,2,4,5,"Apr 10 2017 02:59:28:013AM",5,20,4,5,3,"Apr 10 2017 02:59:28:013AM",trilogy_admin,"Apr 10 2017 02:59:28:013AM",trilogy_admin,5,5
147,2,55,2,4,3,5,"Apr 10 2017 03:00:29:137AM",5,20,4,5,3,"Apr 10 2017 03:00:29:137AM",trilogy_admin,"Apr 10 2017 03:00:29:137AM",trilogy_admin,5,5
148,2,326,13,2,4,4,"Apr 10 2017 03:01:16:533AM",5,40,4,5,3,"Apr 10 2017 03:01:16:533AM",trilogy_admin,"Apr 10 2017 03:01:16:533AM",trilogy_admin,5,5
149,2,198,7,2,5,5,"Apr 10 2017 03:10:20:297AM",5,5,5,5,5,"Apr 10 2017 03:10:20:297AM",trilogy_admin,"Apr 10 2017 03:10:20:297AM",trilogy_admin,5,5
150,2,331,13,2,3,5,"Apr 10 2017 03:27:49:393AM",5,10,1,2,1,"Apr 10 2017 03:27:49:393AM",trilogy_admin,"Apr 10 2017 03:27:49:393AM",trilogy_admin,3,5
151,2,54,2,4,3,4,"Apr 10 2017 03:52:20:640AM",4,10,4,3,4,"Apr 10 2017 03:52:20:640AM",trilogy_admin,"Apr 10 2017 03:52:20:640AM",trilogy_admin,3,3
152,2,333,13,2,4,4,"Apr 10 2017 04:04:54:023AM",3,40,5,4,5,"Apr 10 2017 04:04:54:023AM",trilogy_admin,"Apr 10 2017 04:04:54:023AM",trilogy_admin,4,4
153,2,245,9,2,5,4,"Apr 10 2017 04:05:30:503AM",5,20,4,4,3,"Apr 10 2017 04:05:30:503AM",trilogy_admin,"Apr 10 2017 04:05:30:503AM",trilogy_admin,5,5
154,2,315,13,2,4,4,"Apr 10 2017 04:26:42:983AM",4,30,2,2,2,"Apr 10 2017 04:26:42:983AM",trilogy_admin,"Apr 10 2017 04:26:42:983AM",trilogy_admin,3,4
155,2,328,13,2,4,5,"Apr 10 2017 04:36:25:497AM",4,15,4,4,3,"Apr 10 2017 04:36:25:497AM",trilogy_admin,"Apr 10 2017 04:36:25:497AM",trilogy_admin,5,5
156,2,69,3,4,4,4,"Apr 10 2017 04:43:02:847AM",4,20,4,4,4,"Apr 10 2017 04:43:02:847AM",trilogy_admin,"Apr 10 2017 04:43:02:847AM",trilogy_admin,4,4
157,2,268,10,2,4,5,"Apr 10 2017 04:46:36:897AM",4,8,4,5,3,"Apr 10 2017 04:46:36:897AM",trilogy_admin,"Apr 10 2017 04:46:36:897AM",trilogy_admin,4,5
158,2,1015,6,2,4,5,"Apr 10 2017 04:50:52:407AM",5,15,4,5,3,"Apr 10 2017 04:50:52:407AM",trilogy_admin,"Apr 10 2017 04:50:52:407AM",trilogy_admin,4,5
159,2,185,12,2,5,4,"Apr 10 2017 04:58:57:067AM",4,8,3,4,3,"Apr 10 2017 04:58:57:067AM",trilogy_admin,"Apr 10 2017 04:58:57:067AM",trilogy_admin,4,5
160,2,1023,6,2,5,4,"Apr 10 2017 05:30:44:660AM",5,20,5,5,3,"Apr 10 2017 05:30:44:660AM",trilogy_admin,"Apr 10 2017 05:30:44:660AM",trilogy_admin,4,5
161,2,130,2,4,5,5,"Apr 10 2017 05:57:17:430AM",5,20,4,5,5,"Apr 10 2017 05:57:17:430AM",trilogy_admin,"Apr 10 2017 05:57:17:430AM",trilogy_admin,5,5
162,2,344,6,2,5,3,"Apr 10 2017 06:14:11:970AM",4,30,3,3,3,"Apr 10 2017 06:14:11:970AM",trilogy_admin,"Apr 10 2017 06:14:11:970AM",trilogy_admin,3,5
163,2,272,10,2,4,5,"Apr 10 2017 06:20:56:597AM",5,15,4,5,5,"Apr 10 2017 06:20:56:597AM",trilogy_admin,"Apr 10 2017 06:20:56:597AM",trilogy_admin,5,5
164,2,834,13,2,5,5,"Apr 10 2017 06:57:08:203AM",3,35,5,5,4,"Apr 10 2017 06:57:08:203AM",trilogy_admin,"Apr 10 2017 06:57:08:203AM",trilogy_admin,5,5
165,2,321,13,2,4,4,"Apr 10 2017 07:36:45:160AM",5,15,4,3,3,"Apr 10 2017 07:36:45:160AM",trilogy_admin,"Apr 10 2017 07:36:45:160AM",trilogy_admin,3,5
166,2,329,13,2,5,5,"Apr 10 2017 10:54:26:783AM",5,30,4,5,3,"Apr 10 2017 10:54:26:783AM",trilogy_admin,"Apr 10 2017 10:54:26:783AM",trilogy_admin,5,5
167,2,845,10,2,5,3,"Apr 10 2017 12:24:30:097PM",5,25,5,5,2,"Apr 10 2017 12:24:30:097PM",trilogy_admin,"Apr 10 2017 12:24:30:097PM",trilogy_admin,5,5
168,2,375,13,2,4,4,"Apr 10 2017 12:40:58:360PM",4,40,3,3,4,"Apr 10 2017 12:40:58:360PM",trilogy_admin,"Apr 10 2017 12:40:58:360PM",trilogy_admin,4,4
169,2,322,13,2,4,5,"Apr 10 2017 01:31:07:877PM",5,35,4,5,4,"Apr 10 2017 01:31:07:877PM",trilogy_admin,"Apr 10 2017 01:31:07:877PM",trilogy_admin,4,5
170,2,120,2,4,4,3,"Apr 10 2017 02:37:32:457PM",5,10,5,2,3,"Apr 10 2017 02:37:32:457PM",trilogy_admin,"Apr 10 2017 02:37:32:457PM",trilogy_admin,4,5
171,2,53,2,4,5,5,"Apr 10 2017 02:38:05:333PM",5,20,4,3,3,"Apr 10 2017 02:38:05:333PM",trilogy_admin,"Apr 10 2017 02:38:05:333PM",trilogy_admin,5,5
172,2,361,7,2,5,5,"Apr 10 2017 02:52:16:487PM",5,6,5,5,5,"Apr 10 2017 02:52:16:487PM",trilogy_admin,"Apr 10 2017 02:52:16:487PM",trilogy_admin,5,5
173,2,1029,13,2,4,3,"Apr 10 2017 02:57:04:453PM",5,30,4,2,3,"Apr 10 2017 02:57:04:453PM",trilogy_admin,"Apr 10 2017 02:57:04:453PM",trilogy_admin,3,4
174,2,297,11,2,4,4,"Apr 10 2017 03:06:33:520PM",5,28,4,1,3,"Apr 10 2017 03:06:33:520PM",trilogy_admin,"Apr 10 2017 03:06:33:520PM",trilogy_admin,5,5
175,2,66,3,4,3,3,"Apr 10 2017 03:12:38:897PM",2,20,1,3,2,"Apr 10 2017 03:12:38:897PM",trilogy_admin,"Apr 10 2017 03:12:38:897PM",trilogy_admin,2,3
176,2,334,13,2,5,5,"Apr 10 2017 03:19:29:763PM",5,40,3,3,3,"Apr 10 2017 03:19:29:763PM",trilogy_admin,"Apr 10 2017 03:19:29:763PM",trilogy_admin,2,3
177,2,360,7,2,4,4,"Apr 10 2017 03:21:46:960PM",2,3,3,4,4,"Apr 10 2017 03:21:46:960PM",trilogy_admin,"Apr 10 2017 03:21:46:960PM",trilogy_admin,5,4
178,2,336,13,2,3,2,"Apr 10 2017 04:06:47:007PM",4,22,3,4,2,"Apr 10 2017 04:06:47:007PM",trilogy_admin,"Apr 10 2017 04:06:47:007PM",trilogy_admin,4,5
179,2,327,13,2,5,5,"Apr 10 2017 04:33:40:720PM",5,20,5,5,1,"Apr 10 2017 04:33:40:720PM",trilogy_admin,"Apr 10 2017 04:33:40:720PM",trilogy_admin,5,5
180,2,317,13,2,5,5,"Apr 10 2017 04:37:58:377PM",5,35,5,5,4,"Apr 10 2017 04:37:58:377PM",trilogy_admin,"Apr 10 2017 04:37:58:377PM",trilogy_admin,5,5
181,2,288,11,2,5,5,"Apr 10 2017 05:32:45:470PM",5,15,3,5,2,"Apr 10 2017 05:32:45:470PM",trilogy_admin,"Apr 10 2017 05:32:45:470PM",trilogy_admin,5,5
182,2,307,11,2,5,5,"Apr 10 2017 05:43:17:663PM",1,10,5,5,5,"Apr 10 2017 05:43:17:663PM",trilogy_admin,"Apr 10 2017 05:43:17:663PM",trilogy_admin,4,5
183,2,176,12,2,5,5,"Apr 10 2017 06:12:44:500PM",5,20,5,5,5,"Apr 10 2017 06:12:44:500PM",trilogy_admin,"Apr 10 2017 06:12:44:500PM",trilogy_admin,5,5
184,2,296,11,2,3,3,"Apr 10 2017 06:24:47:090PM",4,20,2,3,1,"Apr 10 2017 06:24:47:090PM",trilogy_admin,"Apr 10 2017 06:24:47:090PM",trilogy_admin,3,4
185,2,203,8,2,4,4,"Apr 10 2017 06:26:57:760PM",5,5,3,4,3,"Apr 10 2017 06:26:57:760PM",trilogy_admin,"Apr 10 2017 06:26:57:760PM",trilogy_admin,4,4
186,2,303,11,2,5,5,"Apr 10 2017 06:33:29:743PM",5,15,4,5,3,"Apr 10 2017 06:33:29:743PM",trilogy_admin,"Apr 10 2017 06:33:29:743PM",trilogy_admin,5,5
187,2,209,8,2,4,4,"Apr 10 2017 06:43:42:400PM",4,6,2,4,2,"Apr 10 2017 06:43:42:400PM",trilogy_admin,"Apr 10 2017 06:43:42:400PM",trilogy_admin,4,5
188,2,85,3,4,4,5,"Apr 10 2017 07:40:44:810PM",5,5,5,5,2,"Apr 10 2017 07:40:44:810PM",trilogy_admin,"Apr 10 2017 07:40:44:810PM",trilogy_admin,5,5
189,2,1020,6,2,5,5,"Apr 10 2017 07:58:03:030PM",5,20,5,5,4,"Apr 10 2017 07:58:03:030PM",trilogy_admin,"Apr 10 2017 07:58:03:030PM",trilogy_admin,5,5
190,2,258,10,2,5,5,"Apr 10 2017 08:08:32:587PM",5,20,3,3,2,"Apr 10 2017 08:08:32:587PM",trilogy_admin,"Apr 10 2017 08:08:32:587PM",trilogy_admin,4,5
191,2,279,10,2,4,3,"Apr 10 2017 08:30:20:167PM",5,16,5,4,3,"Apr 10 2017 08:30:20:167PM",trilogy_admin,"Apr 10 2017 08:30:20:167PM",trilogy_admin,4,5
192,2,136,2,4,4,4,"Apr 10 2017 08:55:49:547PM",4,8,4,4,3,"Apr 10 2017 08:55:49:547PM",trilogy_admin,"Apr 10 2017 08:55:49:547PM",trilogy_admin,4,5
193,2,56,2,4,3,1,"Apr 10 2017 09:37:13:903PM",4,440,1,1,2,"Apr 10 2017 09:37:13:903PM",trilogy_admin,"Apr 10 2017 09:37:13:903PM",trilogy_admin,2,3
194,2,52,2,4,5,5,"Apr 10 2017 10:00:45:700PM",5,10,4,5,4,"Apr 10 2017 10:00:45:700PM",trilogy_admin,"Apr 10 2017 10:00:45:700PM",trilogy_admin,5,5
195,2,119,2,4,5,5,"Apr 10 2017 10:08:19:360PM",4,12,5,5,4,"Apr 10 2017 10:08:19:360PM",trilogy_admin,"Apr 10 2017 10:08:19:360PM",trilogy_admin,5,5
196,2,126,2,4,5,5,"Apr 10 2017 10:08:37:133PM",5,10,5,5,5,"Apr 10 2017 10:08:37:133PM",trilogy_admin,"Apr 10 2017 10:08:37:133PM",trilogy_admin,5,5
197,2,57,2,4,5,5,"Apr 10 2017 10:08:56:820PM",3,10,5,5,4,"Apr 10 2017 10:08:56:820PM",trilogy_admin,"Apr 10 2017 10:08:56:820PM",trilogy_admin,5,5
198,2,138,2,4,3,3,"Apr 10 2017 10:10:18:690PM",3,20,4,5,3,"Apr 10 2017 10:10:18:690PM",trilogy_admin,"Apr 10 2017 10:10:18:690PM",trilogy_admin,3,4
199,2,137,2,4,4,4,"Apr 10 2017 10:12:30:183PM",4,8,4,4,4,"Apr 10 2017 10:12:30:183PM",trilogy_admin,"Apr 10 2017 10:12:30:183PM",trilogy_admin,3,4
200,2,127,2,4,4,5,"Apr 10 2017 10:20:58:830PM",4,12,4,5,3,"Apr 10 2017 10:20:58:830PM",trilogy_admin,"Apr 10 2017 10:20:58:830PM",trilogy_admin,5,5
201,2,128,2,4,5,5,"Apr 10 2017 10:42:58:577PM",5,5,5,5,5,"Apr 10 2017 10:42:58:577PM",trilogy_admin,"Apr 10 2017 10:42:58:577PM",trilogy_admin,5,5
202,2,60,2,4,3,3,"Apr 10 2017 10:44:11:403PM",3,20,3,3,3,"Apr 10 2017 10:44:11:403PM",trilogy_admin,"Apr 10 2017 10:44:11:403PM",trilogy_admin,3,3
203,2,355,7,2,4,4,"Apr 10 2017 10:48:22:420PM",2,5,4,5,5,"Apr 10 2017 10:48:22:420PM",trilogy_admin,"Apr 10 2017 10:48:22:420PM",trilogy_admin,5,4
204,2,271,10,2,5,5,"Apr 10 2017 11:02:10:027PM",5,18,5,5,3,"Apr 10 2017 11:02:10:027PM",trilogy_admin,"Apr 10 2017 11:02:10:027PM",trilogy_admin,5,5
205,2,277,10,2,4,4,"Apr 10 2017 11:07:52:220PM",2,8,4,5,4,"Apr 10 2017 11:07:52:220PM",trilogy_admin,"Apr 10 2017 11:07:52:220PM",trilogy_admin,4,5
206,2,276,10,2,5,5,"Apr 10 2017 11:09:41:167PM",3,1,5,5,3,"Apr 10 2017 11:09:41:167PM",trilogy_admin,"Apr 10 2017 11:09:41:167PM",trilogy_admin,4,5
207,2,260,10,2,5,5,"Apr 10 2017 11:10:02:387PM",3,20,5,5,4,"Apr 10 2017 11:10:02:387PM",trilogy_admin,"Apr 10 2017 11:10:02:387PM",trilogy_admin,4,5
208,2,267,10,2,3,3,"Apr 10 2017 11:10:42:330PM",3,15,3,3,3,"Apr 10 2017 11:10:42:330PM",trilogy_admin,"Apr 10 2017 11:10:42:330PM",trilogy_admin,3,3
209,2,263,10,2,5,3,"Apr 10 2017 11:11:33:550PM",3,18,4,5,3,"Apr 10 2017 11:11:33:550PM",trilogy_admin,"Apr 10 2017 11:11:33:550PM",trilogy_admin,4,5
210,2,270,10,2,5,5,"Apr 10 2017 11:12:47:327PM",5,16,5,5,3,"Apr 10 2017 11:12:47:327PM",trilogy_admin,"Apr 10 2017 11:12:47:327PM",trilogy_admin,5,5
211,2,1118,10,2,4,3,"Apr 10 2017 11:24:43:787PM",4,20,3,3,4,"Apr 10 2017 11:24:43:787PM",trilogy_admin,"Apr 10 2017 11:24:43:787PM",trilogy_admin,3,3
212,2,301,11,2,3,4,"Apr 10 2017 11:31:23:303PM",5,20,3,5,2,"Apr 10 2017 11:31:23:303PM",trilogy_admin,"Apr 10 2017 11:31:23:303PM",trilogy_admin,3,5
213,2,1014,6,2,3,5,"Apr 10 2017 11:32:27:590PM",5,30,1,5,1,"Apr 10 2017 11:32:27:590PM",trilogy_admin,"Apr 10 2017 11:32:27:590PM",trilogy_admin,3,5
214,2,269,10,2,5,5,"Apr 10 2017 11:32:47:660PM",3,25,5,5,4,"Apr 10 2017 11:32:47:660PM",trilogy_admin,"Apr 10 2017 11:32:47:660PM",trilogy_admin,5,5
215,2,275,10,2,4,5,"Apr 10 2017 11:33:39:643PM",5,20,4,5,4,"Apr 10 2017 11:33:39:643PM",trilogy_admin,"Apr 10 2017 11:33:39:643PM",trilogy_admin,5,5
216,2,257,10,2,5,4,"Apr 10 2017 11:35:49:777PM",4,12,3,3,2,"Apr 10 2017 11:35:49:777PM",trilogy_admin,"Apr 10 2017 11:35:49:777PM",trilogy_admin,5,5
217,2,1119,10,2,5,5,"Apr 10 2017 11:41:48:380PM",5,5,5,5,5,"Apr 10 2017 11:41:48:380PM",trilogy_admin,"Apr 10 2017 11:41:48:380PM",trilogy_admin,5,5
218,2,284,10,2,5,5,"Apr 10 2017 11:44:38:013PM",5,10,5,5,5,"Apr 10 2017 11:44:38:013PM",trilogy_admin,"Apr 10 2017 11:44:38:013PM",trilogy_admin,5,5
219,2,261,10,2,4,4,"Apr 10 2017 11:49:11:007PM",4,10,3,4,3,"Apr 10 2017 11:49:11:007PM",trilogy_admin,"Apr 10 2017 11:49:11:007PM",trilogy_admin,3,5
220,2,259,10,2,4,2,"Apr 10 2017 11:50:19:210PM",3,5,5,5,1,"Apr 10 2017 11:50:19:210PM",trilogy_admin,"Apr 10 2017 11:50:19:210PM",trilogy_admin,1,3
221,2,349,7,2,5,4,"Apr 11 2017 12:25:05:823AM",5,20,3,5,2,"Apr 11 2017 12:25:05:823AM",trilogy_admin,"Apr 11 2017 12:25:05:823AM",trilogy_admin,5,5
222,2,265,10,2,5,5,"Apr 11 2017 12:41:27:130AM",5,10,5,4,3,"Apr 11 2017 12:41:27:130AM",trilogy_admin,"Apr 11 2017 12:41:27:130AM",trilogy_admin,4,5
223,2,199,7,2,4,5,"Apr 11 2017 12:43:15:627AM",5,20,4,3,4,"Apr 11 2017 12:43:15:627AM",trilogy_admin,"Apr 11 2017 12:43:15:627AM",trilogy_admin,4,5
224,2,218,8,2,5,5,"Apr 11 2017 01:06:55:200AM",3,15,5,5,5,"Apr 11 2017 01:06:55:200AM",trilogy_admin,"Apr 11 2017 01:06:55:200AM",trilogy_admin,5,5
225,2,1008,6,2,5,4,"Apr 11 2017 01:13:26:827AM",3,20,5,5,2,"Apr 11 2017 01:13:26:827AM",trilogy_admin,"Apr 11 2017 01:13:26:827AM",trilogy_admin,4,5
226,2,1022,6,2,5,5,"Apr 11 2017 01:14:10:597AM",5,30,5,4,5,"Apr 11 2017 01:14:10:597AM",trilogy_admin,"Apr 11 2017 01:14:10:597AM",trilogy_admin,5,5
227,2,343,6,2,4,5,"Apr 11 2017 01:15:21:770AM",2,20,4,4,4,"Apr 11 2017 01:15:21:770AM",trilogy_admin,"Apr 11 2017 01:15:21:770AM",trilogy_admin,4,5
228,2,1009,6,2,5,5,"Apr 11 2017 01:16:33:357AM",4,15,4,4,3,"Apr 11 2017 01:16:33:357AM",trilogy_admin,"Apr 11 2017 01:16:33:357AM",trilogy_admin,5,5
229,2,345,6,2,5,5,"Apr 11 2017 01:18:15:213AM",5,30,5,5,5,"Apr 11 2017 01:18:15:213AM",trilogy_admin,"Apr 11 2017 01:18:15:213AM",trilogy_admin,5,5
230,2,219,8,2,4,5,"Apr 11 2017 01:18:34:630AM",3,10,3,5,2,"Apr 11 2017 01:18:34:630AM",trilogy_admin,"Apr 11 2017 01:18:34:630AM",trilogy_admin,3,5
231,2,341,6,2,4,5,"Apr 11 2017 01:19:18:807AM",4,15,4,4,3,"Apr 11 2017 01:19:18:807AM",trilogy_admin,"Apr 11 2017 01:19:18:807AM",trilogy_admin,4,5
232,2,350,6,2,5,5,"Apr 11 2017 01:20:58:203AM",4,5,5,5,4,"Apr 11 2017 01:20:58:203AM",trilogy_admin,"Apr 11 2017 01:20:58:203AM",trilogy_admin,4,5
233,2,217,8,2,5,5,"Apr 11 2017 01:22:52:740AM",2,10,5,5,5,"Apr 11 2017 01:22:52:740AM",trilogy_admin,"Apr 11 2017 01:22:52:740AM",trilogy_admin,4,5
234,2,225,8,2,5,5,"Apr 11 2017 01:23:37:133AM",5,5,5,5,5,"Apr 11 2017 01:23:37:133AM",trilogy_admin,"Apr 11 2017 01:23:37:133AM",trilogy_admin,5,5
235,2,1019,6,2,5,5,"Apr 11 2017 01:24:12:880AM",4,10,4,5,4,"Apr 11 2017 01:24:12:880AM",trilogy_admin,"Apr 11 2017 01:24:12:880AM",trilogy_admin,5,5
236,2,228,8,2,5,5,"Apr 11 2017 01:26:13:570AM",2,8,5,4,1,"Apr 11 2017 01:26:13:570AM",trilogy_admin,"Apr 11 2017 01:26:13:570AM",trilogy_admin,5,5
237,2,212,8,2,4,4,"Apr 11 2017 01:27:24:143AM",4,5,4,5,3,"Apr 11 2017 01:27:24:143AM",trilogy_admin,"Apr 11 2017 01:27:24:143AM",trilogy_admin,4,5
238,2,825,6,2,4,3,"Apr 11 2017 01:29:22:263AM",4,25,4,3,3,"Apr 11 2017 01:29:22:263AM",trilogy_admin,"Apr 11 2017 01:29:22:263AM",trilogy_admin,3,4
239,2,340,6,2,4,5,"Apr 11 2017 01:30:21:067AM",5,15,4,5,3,"Apr 11 2017 01:30:21:067AM",trilogy_admin,"Apr 11 2017 01:30:21:067AM",trilogy_admin,4,5
240,2,221,8,2,5,5,"Apr 11 2017 01:30:43:770AM",5,15,5,5,5,"Apr 11 2017 01:30:43:770AM",trilogy_admin,"Apr 11 2017 01:30:43:770AM",trilogy_admin,5,5
241,2,840,8,2,4,4,"Apr 11 2017 01:30:45:540AM",4,10,4,4,4,"Apr 11 2017 01:30:45:540AM",trilogy_admin,"Apr 11 2017 01:30:45:540AM",trilogy_admin,4,4
242,2,1016,6,2,5,5,"Apr 11 2017 01:31:18:077AM",5,15,5,5,5,"Apr 11 2017 01:31:18:077AM",trilogy_admin,"Apr 11 2017 01:31:18:077AM",trilogy_admin,5,5
243,2,207,8,2,4,4,"Apr 11 2017 01:31:25:733AM",2,10,3,3,4,"Apr 11 2017 01:31:25:733AM",trilogy_admin,"Apr 11 2017 01:31:25:733AM",trilogy_admin,4,5
244,2,208,8,2,4,4,"Apr 11 2017 01:31:27:370AM",2,10,4,3,2,"Apr 11 2017 01:31:27:370AM",trilogy_admin,"Apr 11 2017 01:31:27:370AM",trilogy_admin,4,5
245,2,222,8,2,5,5,"Apr 11 2017 01:31:32:457AM",3,30,4,4,4,"Apr 11 2017 01:31:32:457AM",trilogy_admin,"Apr 11 2017 01:31:32:457AM",trilogy_admin,4,5
246,2,200,6,2,5,5,"Apr 11 2017 01:32:13:997AM",4,10,4,5,4,"Apr 11 2017 01:32:13:997AM",trilogy_admin,"Apr 11 2017 01:32:13:997AM",trilogy_admin,5,5
247,2,342,6,2,3,4,"Apr 11 2017 01:32:34:370AM",4,7,3,3,2,"Apr 11 2017 01:32:34:370AM",trilogy_admin,"Apr 11 2017 01:32:34:370AM",trilogy_admin,3,5
248,2,1024,6,2,5,5,"Apr 11 2017 01:32:49:473AM",5,22,5,5,3,"Apr 11 2017 01:32:49:473AM",trilogy_admin,"Apr 11 2017 01:32:49:473AM",trilogy_admin,5,5
249,2,824,6,2,5,5,"Apr 11 2017 01:34:00:240AM",5,20,5,5,5,"Apr 11 2017 01:34:00:240AM",trilogy_admin,"Apr 11 2017 01:34:00:240AM",trilogy_admin,4,5
250,2,210,8,2,5,4,"Apr 11 2017 01:35:22:737AM",3,25,4,5,3,"Apr 11 2017 01:35:22:737AM",trilogy_admin,"Apr 11 2017 01:35:22:737AM",trilogy_admin,5,5
251,2,224,8,2,4,5,"Apr 11 2017 01:36:40:780AM",4,15,4,5,3,"Apr 11 2017 01:36:40:780AM",trilogy_admin,"Apr 11 2017 01:36:40:780AM",trilogy_admin,4,5
252,2,826,6,2,4,5,"Apr 11 2017 01:37:34:817AM",5,15,5,5,3,"Apr 11 2017 01:37:34:817AM",trilogy_admin,"Apr 11 2017 01:37:34:817AM",trilogy_admin,5,5
253,2,213,8,2,5,3,"Apr 11 2017 01:41:59:217AM",4,5,4,3,4,"Apr 11 2017 01:41:59:217AM",trilogy_admin,"Apr 11 2017 01:41:59:217AM",trilogy_admin,4,5
254,2,215,8,2,5,5,"Apr 11 2017 01:42:53:467AM",5,15,5,5,5,"Apr 11 2017 01:42:53:467AM",trilogy_admin,"Apr 11 2017 01:42:53:467AM",trilogy_admin,5,5
255,2,827,6,2,5,5,"Apr 11 2017 01:44:56:437AM",3,6,5,5,3,"Apr 11 2017 01:44:56:437AM",trilogy_admin,"Apr 11 2017 01:44:56:437AM",trilogy_admin,5,5
256,2,201,7,2,4,2,"Apr 11 2017 01:52:23:570AM",4,15,3,3,2,"Apr 11 2017 01:52:23:570AM",trilogy_admin,"Apr 11 2017 01:52:23:570AM",trilogy_admin,3,5
257,2,214,8,2,5,5,"Apr 11 2017 02:24:32:293AM",5,10,4,5,4,"Apr 11 2017 02:24:32:293AM",trilogy_admin,"Apr 11 2017 02:24:32:293AM",trilogy_admin,5,5
258,2,79,3,4,5,5,"Apr 11 2017 02:26:23:973AM",5,20,5,5,5,"Apr 11 2017 02:26:23:973AM",trilogy_admin,"Apr 11 2017 02:26:23:973AM",trilogy_admin,5,5
259,2,304,11,2,3,3,"Apr 11 2017 02:40:08:570AM",4,20,3,3,3,"Apr 11 2017 02:40:08:570AM",trilogy_admin,"Apr 11 2017 02:40:08:570AM",trilogy_admin,2,3
260,2,358,7,2,3,4,"Apr 11 2017 03:01:38:483AM",3,20,3,4,3,"Apr 11 2017 03:01:38:483AM",trilogy_admin,"Apr 11 2017 03:01:38:483AM",trilogy_admin,3,3
261,2,365,7,2,5,5,"Apr 11 2017 04:18:03:933AM",5,30,5,5,4,"Apr 11 2017 04:18:03:933AM",trilogy_admin,"Apr 11 2017 04:18:03:933AM",trilogy_admin,5,5
262,2,241,9,2,4,5,"Apr 11 2017 01:17:27:313PM",3,15,4,5,3,"Apr 11 2017 01:17:27:313PM",trilogy_admin,"Apr 11 2017 01:17:27:313PM",trilogy_admin,4,4
263,2,1013,6,2,3,4,"Apr 11 2017 02:18:57:320PM",5,10,4,5,3,"Apr 11 2017 02:18:57:320PM",trilogy_admin,"Apr 11 2017 02:18:57:320PM",trilogy_admin,4,5
264,2,368,12,2,4,5,"Apr 11 2017 02:54:18:327PM",2,15,3,5,5,"Apr 11 2017 02:54:18:327PM",trilogy_admin,"Apr 11 2017 02:54:18:327PM",trilogy_admin,4,4
